district,accident,time,place,lat,lng
3101126201400180,hurt,2014-7-20 22:04:00,联跃路浦星公路东约0米,31.0458311,121.5096039
3101121201400160,dead,2014-7-6 20:51:00,沪闵路莘建路南约300米,31.230416,121.473701
3101121201400190,hurt,2014-7-29 11:37:00,立跃路立民路北约0米,31.0922451,121.520688
3101086201400020,dead,2014-7-21 10:34:00,共和新路出彭江路北约100米,31.2922099,121.4504282
3101175201400100,hurt,2014-7-18 17:45:00,方泗公路进九干路南约200米,31.128889,121.273653
3101107201400040,dead,2014-10-23 9:23:00,政立路淞沪路东北约1米,31.308032,121.511733
3101151201400350,dead,2014-8-5 17:09:00,张杨北路航津路东约10米,31.330627,121.58933
3101154201400390,dead,2014-9-11 19:57:00,张东路祖冲之路东约1米,31.212818,121.632769
3101126201400170,hurt,2014-7-6 21:58:00,漕宝路进龙茗路东约100米,31.168237,121.434977
3101152201400440,dead,2014-10-4 7:15:00,东高路张杨北路西约5米,31.289534,121.587583
3103013201400000,hurt,2014-7-20 22:25:00,沪渝高速北侧中春路下匝道后约1000米,31.230416,121.473701
3101153201400290,dead,2014-7-2 21:40:00,五洲大道北侧申江路上匝道,31.302589,121.589322
3101160201400060,dead,2014-8-6 8:56:00,金展路林贤路南约200米,30.8747745,121.3180081
3101175201400080,hurt,2014-7-3 3:30:00,沪昆高速北侧36km约900米,31.0156245,121.1570602
3101184201400390,dead,2014-8-2 21:38:00,崧泽大道出赵重公路东约1500米,31.17499,121.195265
3101057201400020,dead,2014-7-14 15:28:00,北翟路出剑河路西约100米,31.2238786,121.3402046
3101173201400090,dead,2014-7-12 19:40:00,玉树路进兴仓路北约80米,30.9927754,121.2094766
3101138201400130,hurt,2014-7-23 4:05:00,外环高速东侧85km约200米,31.1362846,121.5220557
3101136201400150,dead,2014-8-29 18:32:00,恒高路进江杨南路东约30米,31.324937,121.4683772
3101183201400380,dead,2014-7-23 8:01:00,嘉松中路纪鹤公路西北约10米,31.192216,121.2209598
3101120201400160,dead,2014-7-4 10:50:00,老沪闵路进华泾路西约200米,31.109746,121.429387
3101180201400380,dead,2014-7-26 0:57:00,新胜路进白石公路南约500米,31.1948918,121.1031565
3101049201400040,dead,2014-7-16 10:07:00,龙吴路银都路西北约20米,31.230416,121.473701
3101177201400110,dead,2014-8-3 20:15:00,申港路出华磊路南约500米,31.0429488,121.3285729
3101124201400230,hurt,2014-9-27 7:10:00,吴中路出环镇西路东约100米,31.1761632,121.3830025
3101130201400130,dead,2014-7-31 17:35:00,泰和西路富长路东约500米,31.351228,121.421633
3101147201400100,dead,2014-8-6 15:35:00,永盛路希望路东约1米,31.3486956,121.2540564
3101158201400290,dead,2014-7-2 1:00:00,申江南路周祝公路(南)南约30米,31.0907841,121.6454616
3101152201400410,dead,2014-9-21 22:32:00,高科中路伽利略路东约1米,31.1981992,121.6118868
3101148201400120,dead,2014-8-30 6:40:00,宝钱公路沪宜公路北约1米,31.230416,121.473701
3101157201400420,dead,2014-9-27 18:10:00,南团公路进宣黄公路南约300米,31.230416,121.473701
3101121201400180,dead,2014-7-22 17:09:00,联友路周泾路东北约5米,31.2319598,121.2674153
3101097201400020,hurt,2014-7-21 15:15:00,周家嘴路公平路南约00米,31.258644,121.502275
3101134201400120,dead,2014-7-8 9:29:00,其他路大华路301弄83号,31.230416,121.473701
3101171201400110,dead,2014-8-12 9:55:00,同利路进盛龙路西约500米,31.106851,121.3101569
3101168201400090,dead,2014-10-14 17:54:00,卫六路进板桥西路南约100米,30.7118475,121.3008875
3101157201400420,dead,2014-9-23 10:10:00,栏学路科农路东约1米,31.169938,121.667369
3101133201400130,dead,2014-7-30 9:16:00,宝安公路进联杨路西约200米,31.369566,121.430981
3101146201400110,dead,2014-8-21 12:45:00,金昌西路老翔黄路西约300米,31.2896194,121.279334
3101174201400120,hurt,2014-8-10 21:00:00,九泾路进沧泾路北约200米,31.1412716,121.2916585
3101165201400080,dead,2014-9-17 12:14:00,亭枫公路金石公路东约50米,31.230416,121.473701
3101123201400240,hurt,2014-9-29 21:50:00,银都路景洪路西约200米,31.105085,121.440142
3101156201400320,dead,2014-7-21 3:46:00,川周公路秀浦路西约10米,31.250033,121.455711
3101142201400110,dead,2014-8-19 19:35:00,曹安公路出淞阳南路西约300米,31.280595,121.220315
3101157201400290,dead,2014-7-4 12:25:00,沪南公路康新公路东约5米,31.0391988,121.7833234
3101177201400080,dead,2014-7-7 14:33:00,沪昆高速北侧47km约200米,31.0156245,121.1570602
3101146201400090,dead,2014-7-9 8:43:00,新建一路澄浏公路南约30米,31.4171947,121.2833985
3101156201400300,dead,2014-7-10 17:59:00,上丰路进金丰路南约1米,31.2378571,121.6642552
3101180201400360,dead,2014-7-12 11:07:00,杜村公路出友爱路北约1000米,31.15915,121.743248
3101141201400110,dead,2014-8-25 13:35:00,嘉罗公路迎园中路北约10米,31.230416,121.473701
3101106201400050,dead,2014-11-17 6:30:00,营口路出佳木斯路北约150米,31.2951245,121.5334671
3101124201400180,hurt,2014-7-22 9:10:00,七莘路润虹路东北约0米,31.205719,121.327103
3101151201400310,dead,2014-7-13 16:50:00,其他路航头镇海桥村,31.230416,121.473701
3101176201400100,dead,2014-7-27 11:32:00,文翔路辰塔路西约5米,31.04138,121.181022
3101174201400130,hurt,2014-9-18 19:22:00,场东路出莘松路南约100米,31.250033,121.455711
3101181201400370,dead,2014-7-17 10:08:00,沪青平公路进高泾路东约5米,31.187773,121.356526
3101151201400360,dead,2014-8-14 17:15:00,巨峰路进申江路东约400米,31.28068,121.588448
3101174201400090,dead,2014-7-7 3:55:00,中山中路出人民南路(东)东约3米,31.230416,121.473701
3102304201400080,dead,2014-7-14 15:10:00,其他路庙镇合中村路,31.230416,121.473701
3101173201400080,dead,2014-7-4 20:05:00,荣乐东路松东路东约10米,31.0209774,121.269324
3101128201400190,hurt,2014-7-30 6:17:00,沪闵路新苗路北约5米,31.230416,121.473701
3101139201400140,dead,2014-8-13 14:42:00,宝祁路南侧0km约319米,31.3012783,121.343043
3101158201400300,dead,2014-7-6 3:08:00,靖海路进人民东路南约50米,31.0524448,121.7686839
3101165201400080,dead,2014-9-17 2:27:00,漕廊公路进沪杭公路西约50米,30.791859,121.286517
3101163201400080,dead,2014-9-16 7:15:00,亭枫公路新顺路西约150米,31.230416,121.473701
3101153201400380,dead,2014-8-28 8:25:00,下盐路军港公路东约1米,31.0676551,121.6936818
3101122201400170,dead,2014-7-9 3:44:00,浦星公路出沈杜公路南约100米,31.250033,121.455711
3101176201400120,hurt,2014-8-20 4:18:00,莘砖公路同乐路北约3米,31.0922017,121.3044983
3101159201400300,dead,2014-7-6 12:20:00,川南奉公路进东大公路北约1000米,31.250033,121.455711
3101075201400060,dead,2014-7-26 2:40:00,古浪路进真南路东约100米,31.250033,121.455711
3101170201400080,dead,2014-7-7 16:55:00,沪昆高速出沪方向新桥入口匝道,31.0156245,121.1570602
3101157201400290,dead,2014-7-1 19:12:00,普庆路进德兴街东约1米,31.15579,121.726397
3101070201400090,dead,2014-10-12 0:26:00,交通路进泾惠路西约150米,31.2596733,121.4222927
3101109201400030,dead,2014-9-14 11:25:00,周家嘴路出许昌路西约20米,31.2717837,121.5227744
3101182201400440,dead,2014-9-5 19:13:00,天辰路向阳河路西约5米,31.1999253,121.1129571
3101165201400090,dead,2014-10-2 10:03:00,金石公路出亭枫公路南约300米,30.757558,121.254863
3101122201400190,hurt,2014-7-28 13:11:00,浦放路进鲁陈路西约1500米,31.250033,121.455711
3101156201400560,dead,2014-12-12 18:09:00,川沙路储七路东约1米,31.134742,121.719414
3102213201400020,dead,2014-10-1 10:35:00,杨高北一路出港华路南约100米,31.3600806,121.5859061
3101123201400190,dead,2014-8-11 9:42:00,中春路顾戴路北约5米,31.128068,121.354762
3101170201400140,hurt,2014-9-22 22:52:00,泗凤公路新家园路东约1米,31.230416,121.473701
3101159201400310,dead,2014-7-11 17:21:00,巨峰路进申江路东约10米,31.28068,121.588448
3101151201400370,dead,2014-8-22 11:48:00,上丰路进达丰路北约100米,31.2378571,121.6642552
3101143201400120,dead,2014-9-17 9:19:00,沪宜公路嘉安公路(西)南约1米,31.372721,121.242876
3101138201400170,dead,2014-10-16 9:18:00,宝安公路东侧0km约2165米,31.369566,121.430981
3101157201400320,dead,2014-7-23 18:10:00,海霞路进川南奉公路东约80米,31.1696102,121.7492033
3101154201400340,dead,2014-8-1 9:33:00,芦五公路妙香路东约5米,30.866138,121.758627
3101150201400390,dead,2014-9-10 15:07:00,周祝公路进南六公路西约50米,31.230416,121.473701
3101152201400330,dead,2014-7-25 21:50:00,上海绕城高速南侧上海绕城高速龙东大道南向东下匝道前约50米,31.250033,121.455711
3101126201400190,dead,2014-8-3 14:50:00,江月路浦星公路北约0米,31.083574,121.510283
3101178201400110,dead,2014-8-4 18:20:00,光星路茸平路南约5米,31.0464803,121.2416433
3101179201400090,dead,2014-7-12 8:14:00,叶新公路进许村公路西约500米,31.230416,121.473701
3101163201400060,dead,2014-8-26 10:18:00,亭枫公路兴豪路东约500米,31.230416,121.473701
3101125201400270,dead,2014-10-29 17:20:00,金都路春西路西约10米,31.0867445,121.4125089
3102235201400010,dead,2014-12-3 16:07:00,富特中路新灵路北约00米,31.3277311,121.6057104
3103013201400010,hurt,2014-10-3 5:16:00,内环高架外侧NW0937约5米,31.230416,121.473701
3102301201400090,dead,2014-8-15 19:30:00,港沿公路草港公路东约200米,31.591614,121.659588
3101140201400130,dead,2014-9-22 3:00:00,京沪高速东侧1207.4km约1米,31.2490564,121.2418114
3101127201400200,hurt,2014-8-14 7:26:00,沪青平公路七莘路南约5米,31.187773,121.356526
3101122201400240,dead,2014-10-4 12:40:00,虹梅南路出元江路北约150米,31.0836099,121.4390023
3101185201400480,dead,2014-10-27 22:05:00,沈海高速东侧1282km约300米,30.9851542,121.2972822
3101138201400180,dead,2014-10-28 7:48:00,宝杨路淞宝路路口,31.40143,121.495925
3102305201400090,dead,2014-8-18 7:40:00,陈海公路出前竖公路北约10米,31.230416,121.473701
3101129201400280,hurt,2014-11-13 17:44:00,沪青平公路申昆路西北约10米,31.187773,121.356526
3101144201400100,dead,2014-7-22 2:10:00,京沪高速东侧1218km约200米,31.2490564,121.2418114
3101152201400330,dead,2014-7-28 10:25:00,拱极东路盐大路东约1米,31.0564102,121.8461889
3101182201400460,dead,2014-10-6 9:55:00,崧泽大道外青松公路东约5米,31.17499,121.195265
3103014201400010,hurt,2014-9-11 12:01:00,中环高架内侧ZN0906约0米,31.154459,121.5305417
3101174201400120,hurt,2014-8-19 20:54:00,嘉松南路泗陈公路北约10米,31.076136,121.2308705
3101178201400130,dead,2014-9-14 3:18:00,松东路进环城路北约150米,31.250033,121.455711
3101121201400220,hurt,2014-9-22 21:00:00,陈行公路浦星公路北约0米,31.1242922,121.5257153
3101162201400080,dead,2014-8-31 15:50:00,金廊公路朱吕公路南约3000米,30.80855,121.186191
3101124201400250,dead,2014-10-18 21:20:00,沈杜公路浦星公路东约0米,31.059624,121.511223
3101171201400100,dead,2014-7-19 20:10:00,香闵路进香车路南约20米,30.9958882,121.293578
3101165201400090,dead,2014-10-7 18:42:00,漕廊公路东贤路东约10米,30.791859,121.286517
3101188201400370,dead,2014-7-19 23:15:00,久业路出北青公路北约100米,31.1983789,121.1134312
3101150201400310,dead,2014-7-16 11:39:00,妙境路进青厦路南约30米,31.1873321,121.6919758
3101153201400370,dead,2014-8-25 11:12:00,上川路华东路东北约15米,31.276758,121.658477
3101123201400190,dead,2014-8-8 11:20:00,沪闵路北松公路南约50米,31.1386532,121.4094621
3101159201400460,dead,2014-10-22 8:20:00,川周公路平川路南约20米,31.250033,121.455711
3101019201400020,dead,2014-7-25 8:10:00,打浦路进斜土路北约100米,31.1911122,121.4758299
3101140201400120,dead,2014-9-5 15:09:00,双丁路德富路西约2米,31.3347728,121.260786
3101147201400120,dead,2014-8-29 23:18:00,嘉行公路新建一路北约1米,31.414378,121.256187
3101209201400100,dead,2014-8-21 22:14:00,奉炮公路东侧2km约200米,31.230416,121.473701
3101040201400050,hurt,2014-8-12 0:12:00,宛平南路出斜土路南约200米,31.1863296,121.4500826
3101201201400090,dead,2014-7-13 6:50:00,新四平公路进川南奉公路北约500米,30.896994,121.738071
3101142201400150,dead,2014-11-12 15:50:00,金沙江西路金园一路西约1米,31.241011,121.316986
3101156201400320,dead,2014-7-21 7:35:00,川沙路出上川路南约20米,31.250033,121.455711
3101158201400370,dead,2014-8-26 23:42:00,申江路出锦绣东路北约200米,31.280189,121.626781
3101140201400100,dead,2014-8-4 22:30:00,沈海高速北侧1268km约500米,30.9851542,121.2972822
3101131201400160,dead,2014-9-30 5:10:00,瑞丰路进丰翔路北约400米,31.314268,121.3761802
3101097201400030,hurt,2014-11-18 16:34:00,广粤路进广灵四路北约200米,31.286382,121.46586
3101152201400310,dead,2014-7-18 14:09:00,申江南路进古丹路北约500米,31.0907841,121.6454616
3101127201400200,dead,2014-8-21 19:26:00,龙吴路出北吴路北约100米,31.0957806,121.4563151
3101201201400100,dead,2014-8-1 4:35:00,新四平公路进川南奉公路南约2米,30.896994,121.738071
3101180201400460,dead,2014-9-30 22:18:00,新府中路进华志路南约1000米,31.2323786,121.2319318
3101157201400390,dead,2014-9-7 11:13:00,东三里桥路南码头路东约1米,31.199019,121.508108
3101143201400130,dead,2014-9-21 9:07:00,嘉罗公路施曹公路东约500米,31.230416,121.473701
3101129201400250,dead,2014-10-19 13:12:00,立跃路立民路西约0米,31.0922451,121.520688
3101148201400120,dead,2014-9-5 20:05:00,嘉安公路嘉松北路西约300米,31.368555,121.234818
3101138201400170,dead,2014-10-10 15:35:00,水产路铁山路路口,31.373882,121.464456
3101124201400200,hurt,2014-8-28 19:38:00,昆阳路出江川路北约300米,31.0220052,121.3648981
3101075201400090,dead,2014-10-2 23:33:00,大渡河路怒江北路北约0米,31.237537,121.396239
3101205201400100,dead,2014-8-15 9:40:00,上塑路进沿钱路东约800米,30.9176492,121.5758849
3101124201400240,dead,2014-9-30 3:59:00,西环路进闵松路南约300米,31.108223,121.366464
3101152201400490,dead,2014-11-8 18:30:00,同顺大道茂祥路东约5米,30.8818491,121.8684808
3101178201400090,dead,2014-7-10 10:48:00,袜子弄出中山东路北约150米,31.0112057,121.2415893
3101130201400160,dead,2014-9-23 23:20:00,外环高速外侧约80km,31.1362846,121.5220557
3101096201400020,hurt,2014-7-16 0:10:00,周家嘴路新建路西约00米,31.25445,121.496318
3101049201400050,dead,2014-8-10 6:48:00,衡山路余庆路东约5米,31.204715,121.446551
3101070201400070,dead,2014-8-6 17:52:00,真南路出红柳路东约50米,31.2893009,121.3524889
3102301201400110,dead,2014-9-24 9:27:00,草港公路建设公路西约500米,31.636143,121.488513
3101014201400020,dead,2014-8-25 5:20:00,中山南路会馆弄西约0米,31.2099712,121.5017691
3101170201400130,dead,2014-9-13 16:50:00,山房公路东侧2km约100米,31.230416,121.473701
3101208201400090,dead,2014-7-31 20:23:00,四平公路东侧2km约400米,30.906896,121.729922
3101125201400220,hurt,2014-9-14 13:28:00,纪翟路出北青公路北约200米,31.2252578,121.2794748
3101045201400050,dead,2014-8-6 7:35:00,柳州路出宜山路北约150米,31.1692278,121.424767
3101153201400450,dead,2014-10-15 20:20:00,顾唐路上丰路东约1米,31.236932,121.662134
3101121201400210,hurt,2014-9-10 18:44:00,莲花南路向阳路北约20米,31.072103,121.427773
3101206201400090,dead,2014-7-2 19:00:00,大叶公路东侧41km约100米,31.230416,121.473701
3101172201400110,dead,2014-8-11 4:55:00,昆港公路进佘天昆公路南约200米,31.04401,121.135427
3101127201400220,dead,2014-9-23 15:00:00,剑川路虹梅南路东约1米,31.038554,121.456869
3101159201400340,dead,2014-7-31 17:38:00,高科东路顾唐路东约1米,31.216219,121.665594
3101180201400440,dead,2014-9-5 17:45:00,漕盈公路清河湾路(南)南约5米,31.187959,121.094881
3101122201400220,dead,2014-9-19 17:48:00,莲花南路出东川路南约500米,31.0714885,121.4280868
3101151201400310,dead,2014-7-18 8:23:00,申江南路川周公路南约5米,31.0907841,121.6454616
3101138201400120,dead,2014-7-9 5:14:00,沪太公路月罗公路路口,31.230416,121.473701
3101175201400130,dead,2014-9-19 2:50:00,大叶公路进车亭公路东约2700米,31.230416,121.473701
3101159201400390,dead,2014-9-12 19:49:00,外环高速西侧外环高速内侧长清路下匝道前约20米,31.230416,121.473701
3101177201400110,dead,2014-8-13 3:00:00,佘北公路桃源路北约80米,31.099746,121.195346
3101087201400030,hurt,2014-8-17 19:58:00,西藏北路进南山路南约10米,31.263565,121.468812
3101135201400140,dead,2014-8-9 5:05:00,殷高西路高境路西约1米,31.320909,121.477666
3101201201400140,dead,2014-10-10 21:00:00,新四平公路海杰路东约200米,30.896994,121.738071
3101151201400500,dead,2014-11-14 20:02:00,杨高北路进胶东路北约80米,31.280093,121.603247
3101171201400110,dead,2014-8-5 6:42:00,沈海高速东侧沈海高速前约500米,31.230416,121.473701
3101044201400050,dead,2014-8-14 23:39:00,肇嘉浜路大木桥路西约20米,31.202814,121.461642
3101188201400390,dead,2014-8-5 7:43:00,青赵公路出曙光路北约200米,31.230416,121.473701
3101158201400360,dead,2014-8-14 22:03:00,张杨北路航津路东约1米,31.330627,121.58933
3101141201400120,dead,2014-9-10 6:42:00,伊宁路永盛路西约100米,31.341921,121.258038
3101160201400070,dead,2014-8-28 15:30:00,金张公路进建乐路南约10米,31.230416,121.473701
3101157201400350,dead,2014-8-8 9:52:00,老芦公路两港大道西北约5米,30.993092,121.867058
3102303201400120,dead,2014-10-24 7:27:00,三沙洪路出人民路北约30米,31.6407984,121.3939368
3101146201400110,dead,2014-8-24 17:51:00,嘉安公路回城西路南约10米,31.368555,121.234818
3101177201400100,dead,2014-7-25 1:50:00,沈海高速西侧1295km约900米,30.9851542,121.2972822
3101206201400090,dead,2014-7-25 4:05:00,团青公路奉村路东约2米,31.230416,121.473701
3101149201400130,dead,2014-10-14 10:01:00,宝安公路嘉松北路西约5米,31.230416,121.473701
3101080201400030,hurt,2014-7-28 10:15:00,恒丰路天目西路北约1米,31.246304,121.453304
3101155201400330,dead,2014-7-27 8:05:00,华夏高架路东侧BWP0280约1米,31.1998652,121.6971412
3101156201400360,dead,2014-8-11 23:20:00,沪南公路上南路东约20米,31.230416,121.473701
3101129201400260,hurt,2014-10-23 22:37:00,七莘路华茂路北约100米,31.1615036,121.3450598
3101124201400260,hurt,2014-10-22 15:12:00,剑川路老中春路北约2米,31.026444,121.416482
3101178201400140,dead,2014-9-23 6:50:00,文翔路进辰塔路西约300米,31.04138,121.181022
3101150201400350,dead,2014-8-11 9:35:00,浦东北路大同路西北约10米,31.342447,121.57551
3101125201400190,dead,2014-7-29 21:05:00,剑川路出金平路西约10米,31.026444,121.416482
3101158201400330,dead,2014-7-28 4:25:00,老芦公路进三三公路南约100米,30.993092,121.867058
3101043201400060,dead,2014-9-4 6:26:00,沪闵路虹梅路东北约10米,31.142992,121.410446
3101159201400470,dead,2014-10-29 11:50:00,华东路进华夏东路北约600米,31.230418,121.6738024
3101156201400310,dead,2014-7-11 20:43:00,华夏中路金科路东约1米,31.230416,121.473701
3101127201400250,dead,2014-10-14 10:35:00,莲花南路银都路北约300米,31.099573,121.412957
3101123201400190,dead,2014-7-27 0:32:00,中春路进黎安路南约1000米,31.149384,121.337763
3101134201400150,dead,2014-9-20 16:10:00,富锦路出同济路西约500米,31.39225,121.42466
3101153201400400,dead,2014-9-14 17:25:00,沪城环路出大学城共享区道路北约200米,30.899124,121.8975368
3101158201400390,dead,2014-9-7 20:55:00,世纪大道进东方路西约100米,31.228998,121.526814
3101170201400140,dead,2014-10-2 8:35:00,叶新公路进文工路东约50米,31.230416,121.473701
3101125201400220,hurt,2014-9-16 12:44:00,沪闵路元江路北约120米,31.05225,121.407501
3101171201400120,dead,2014-9-2 15:05:00,张庄公路塔闵公路北约3000米,31.230416,121.473701
3101048201400060,dead,2014-9-27 0:02:00,罗秀路进虹梅南路(西)东约60米,31.128588,121.417576
3101144201400140,dead,2014-10-29 8:26:00,宝钱公路嘉唐公路东约2000米,31.230416,121.473701
3101183201400520,dead,2014-12-8 14:34:00,华徐公路进盈港东路南约200米,31.1977978,121.2654069
3101157201400530,dead,2014-12-2 15:40:00,申江路进高科中路北约50米,31.280189,121.626781
3101071201400070,hurt,2014-8-22 12:00:00,光复西路进大渡河路(西)东约60米,31.2373504,121.4274545
3101129201400200,hurt,2014-8-16 16:59:00,陈行公路苏召路西约0米,31.107895,121.5327266
3102211201400010,hurt,2014-7-21 23:10:00,东海大桥进沪K11约0米,30.7559759,121.9737239
3101109201400050,dead,2014-11-30 19:48:00,包头路进嫩江路北约230米,31.3192565,121.5385311
3101084201400030,hurt,2014-8-2 5:04:00,老沪太路进沪太路东约100米,31.2699846,121.4483004
3101185201400370,dead,2014-7-22 1:50:00,沪渝高速北侧50km约600米,31.1353083,121.1331113
3101178201400110,hurt,2014-8-13 10:46:00,莘松路场东路西约5米,31.0984783,121.3540084
3102250201400010,dead,2014-7-21 1:10:00,北进场路浦东机场北立交东约0米,31.230416,121.473701
3101156201400410,dead,2014-9-19 9:57:00,国展路进云台路东约70米,31.1807659,121.4849803
3101172201500010,dead,2015-1-9 19:20:00,沈海高速东侧1307km约400米,30.9851542,121.2972822
3101126201400210,dead,2014-8-29 22:00:00,申嘉湖高速北侧34km约500米,31.0382072,121.4123691
3101067201400020,hurt,2014-7-5 15:10:00,余姚路延平路南约3米,31.234751,121.436477
3101128201400210,hurt,2014-9-4 20:04:00,宜山路进古美路东约60米,31.186704,121.427187
3101174201400130,dead,2014-9-14 15:40:00,人民北路出辰花路南约150米,31.0812538,121.2217963
3101136201400140,dead,2014-8-22 17:15:00,友谊路进江杨北路西约1958米,31.404014,121.47595
3101188201400370,dead,2014-7-22 4:40:00,沪渝高速北侧50km约700米,31.1353083,121.1331113
3101127201400220,hurt,2014-9-12 10:28:00,北松公路进中青路东约200米,31.001971,121.258624
3101130201400130,dead,2014-8-1 1:30:00,共康东路岭南路路口,31.323108,121.458764
3101154201400520,dead,2014-11-22 20:44:00,金葵路出金粤路东约150米,31.239159,121.6278904
3101187201400460,dead,2014-9-25 4:57:00,前云路出沪青平公路南约1600米,31.1472042,121.2688591
3101159201400420,dead,2014-9-23 21:09:00,高科东路出华东路东约800米,31.2271503,121.7405729
3102305201400080,dead,2014-7-23 9:20:00,向堡公路进合五公路东约400米,31.230416,121.473701
3101145201400090,dead,2014-7-9 8:15:00,浏翔公路宝钱公路东约1米,31.230416,121.473701
3101175201400100,dead,2014-7-31 19:20:00,沈砖公路出城隆路东约300米,31.230416,121.473701
3101054201400030,dead,2014-8-22 11:01:00,中山西路虹桥路东北约15米,31.197048,121.415618
3101188201400450,dead,2014-9-16 15:35:00,纪鹤公路进宝丰路东约10米,31.230416,121.473701
3101136201400150,dead,2014-9-16 9:18:00,长江路进军工路西约50米,31.3499474,121.4917807
3101124201400290,hurt,2014-11-26 13:58:00,元江路龙吴路西北约0米,31.0495249,121.4037193
3101055201400030,dead,2014-10-30 11:02:00,古北路延安西路西南约20米,31.194077,121.383191
3101124201400180,hurt,2014-7-27 10:42:00,林海公路东佳路南约3000米,31.086219,121.557438
3101135201400200,dead,2014-11-22 8:15:00,虎林路进呼兰路南约200米,31.3387782,121.4569719
3101083201400040,hurt,2014-10-16 7:40:00,共和新路柳营路北约5米,31.264748,121.459603
3101079201400080,dead,2014-9-19 9:45:00,凯旋北路进盘湾里西约50米,31.2404289,121.4195211
3101157201400400,dead,2014-9-12 18:23:00,沪南公路进航南公路北约400米,31.0391988,121.7833234
3101019201400030,dead,2014-11-21 11:00:00,金陵西路淡水路东约8米,31.223242,121.472006
3101126201400220,hurt,2014-9-15 8:20:00,三鲁公路进东方一路北约300米,31.230416,121.473701
3101128201400230,hurt,2014-9-23 18:30:00,航南路进航东路西约20米,31.1682183,121.353238
3101126201400240,dead,2014-10-8 8:25:00,古美路平南路北约0米,31.149812,121.389017
3101081201400030,dead,2014-9-4 7:45:00,共和新路进汾西路南约10米,31.2922099,121.4504282
3101128201400290,hurt,2014-11-17 19:02:00,沪青平公路华翔路西北约15米,31.187773,121.356526
3101124201400180,dead,2014-7-21 19:56:00,七莘路进中谊路南约200米,31.1615036,121.3450598
3101121201400250,hurt,2014-10-12 18:20:00,北松公路出中春路东约400米,31.001971,121.258624
3101153201400370,dead,2014-8-21 10:02:00,浦东南路进洪山路东约1米,31.179941,121.498348
3101051201500010,dead,2015-4-7 10:07:00,遵义路进天山路北约80米,31.2105926,121.407685
3101081201400040,dead,2014-10-11 8:00:00,保德路阳曲路东约1米,31.317547,121.459464
3101042201400070,hurt,2014-11-24 0:52:00,漕溪北路蒲汇塘路南约30米,31.18489,121.436752
3101174201400100,dead,2014-7-15 11:15:00,叶兴公路出叶政路南约2KM,31.230416,121.473701
3101121201400260,hurt,2014-10-27 9:19:00,莘建东路出广贤路西约50米,31.1120379,121.3847507
3101019201400020,dead,2014-9-4 11:30:00,徐家汇路顺昌路西约0米,31.211485,121.479643
3101170201400130,hurt,2014-9-11 5:40:00,古楼公路出刘五公路西约10米,31.230416,121.473701
3101151201400490,dead,2014-11-3 23:35:00,两港大道(南北)出沪南公路南约500米,30.9741085,121.8872642
3101180201400380,dead,2014-7-27 13:30:00,盈淀路进青赵公路西约80米,31.230416,121.473701
